age,race,gender,education,occupation,decision
21,White,Male,12th,Craft-repair,0
23,White,Female,Assoc-voc,Adm-clerical,0
20,White,Female,Some-college,Handlers-cleaners,0
45,White,Male,Bachelors,Sales,1
59,White,Male,HS-grad,Transport-moving,0
58,White,Male,Masters,Exec-managerial,1
66,White,Female,HS-grad,Adm-clerical,1
37,White,Female,Assoc-voc,Prof-specialty,1
29,White,Male,Some-college,Craft-repair,0
32,Asian-Pac-Islander,Female,Bachelors,Exec-managerial,0
39,White,Male,Bachelors,Prof-specialty,1
57,White,Female,HS-grad,Exec-managerial,0
57,White,Male,Masters,Prof-specialty,1
50,White,Male,HS-grad,Sales,0
44,White,Male,Bachelors,Farming-fishing,1
56,Black,Male,Assoc-voc,Craft-repair,1
26,White,Female,Masters,Exec-managerial,0
22,White,Female,Some-college,?,0
26,White,Male,Assoc-voc,Farming-fishing,0
33,White,Male,Bachelors,Prof-specialty,1
36,White,Male,Assoc-voc,Farming-fishing,1
45,White,Male,Some-college,Sales,1
56,White,Female,Doctorate,Prof-specialty,0
23,White,Male,Some-college,Sales,0
23,Black,Male,Some-college,Other-service,0
35,White,Male,Bachelors,Prof-specialty,0
39,White,Female,Bachelors,Prof-specialty,1
45,White,Male,HS-grad,Craft-repair,0
21,White,Female,Some-college,Sales,0
56,White,Male,HS-grad,Adm-clerical,0
31,White,Female,HS-grad,Handlers-cleaners,0
44,Black,Male,12th,Transport-moving,0
21,White,Male,Some-college,?,0
31,White,Male,HS-grad,Handlers-cleaners,0
20,White,Male,HS-grad,Handlers-cleaners,0
17,Black,Female,11th,?,0
44,White,Male,HS-grad,Adm-clerical,1
19,White,Female,Some-college,Other-service,0
71,White,Male,HS-grad,?,0
23,White,Female,Some-college,Sales,0
21,White,Male,HS-grad,Craft-repair,0
29,White,Male,Masters,Prof-specialty,0
33,White,Female,Some-college,Other-service,0
46,White,Male,HS-grad,Exec-managerial,1
21,Black,Female,Some-college,?,0
36,White,Male,Some-college,Sales,1
70,White,Male,Masters,Prof-specialty,1
19,White,Female,HS-grad,Handlers-cleaners,0
29,Black,Female,Some-college,Exec-managerial,0
34,White,Male,Assoc-acdm,Sales,0
26,White,Male,Some-college,Exec-managerial,0
30,White,Female,Bachelors,Exec-managerial,0
34,White,Female,Some-college,Adm-clerical,0
24,Asian-Pac-Islander,Male,Bachelors,?,0
28,White,Male,HS-grad,Sales,0
24,White,Male,Some-college,?,0
76,White,Male,Bachelors,Adm-clerical,1
19,White,Male,12th,Handlers-cleaners,0
45,White,Male,10th,Craft-repair,0
24,Asian-Pac-Islander,Male,Some-college,Prof-specialty,1
37,White,Male,Bachelors,Craft-repair,1
24,White,Male,Bachelors,Prof-specialty,0
24,White,Female,Bachelors,Adm-clerical,0
40,White,Male,HS-grad,Machine-op-inspct,1
20,White,Male,Some-college,Handlers-cleaners,0
23,White,Male,11th,Handlers-cleaners,0
25,Other,Female,Some-college,Other-service,0
64,White,Female,Assoc-acdm,Prof-specialty,0
53,White,Male,Masters,Prof-specialty,1
28,White,Female,Some-college,Adm-clerical,0
52,Black,Male,Masters,Prof-specialty,1
28,Black,Male,Prof-school,Prof-specialty,0
31,White,Male,Assoc-acdm,Exec-managerial,1
77,White,Female,Bachelors,Prof-specialty,0
22,White,Male,HS-grad,Tech-support,0
17,White,Female,11th,?,0
38,White,Male,Bachelors,Exec-managerial,0
45,Black,Male,11th,?,0
25,Black,Female,Some-college,Adm-clerical,0
50,White,Male,HS-grad,Craft-repair,1
53,White,Male,HS-grad,Exec-managerial,0
24,White,Male,HS-grad,Farming-fishing,0
33,White,Male,HS-grad,Adm-clerical,1
57,Black,Male,Masters,Exec-managerial,1
39,White,Female,Prof-school,Exec-managerial,1
30,White,Male,Some-college,Transport-moving,0
31,White,Male,HS-grad,Adm-clerical,1
39,Black,Male,Some-college,Transport-moving,0
30,White,Female,Bachelors,Sales,0
48,White,Female,Some-college,Adm-clerical,0
62,White,Female,Masters,?,0
39,White,Male,HS-grad,Machine-op-inspct,1
34,White,Male,HS-grad,Transport-moving,0
45,White,Male,Masters,Exec-managerial,1
32,White,Female,11th,Machine-op-inspct,0
40,White,Female,Some-college,Adm-clerical,0
17,White,Female,10th,Other-service,0
19,Black,Male,10th,?,0
25,White,Male,HS-grad,Tech-support,0
42,White,Male,Some-college,Transport-moving,0
66,White,Male,Bachelors,Priv-house-serv,0
63,White,Male,HS-grad,Sales,0
43,White,Male,7th-8th,Other-service,0
26,White,Male,HS-grad,Handlers-cleaners,0
23,White,Female,HS-grad,Machine-op-inspct,1
39,White,Male,Prof-school,Exec-managerial,1
47,White,Male,HS-grad,Exec-managerial,1
36,Black,Female,HS-grad,Machine-op-inspct,0
35,White,Male,HS-grad,Craft-repair,0
25,White,Male,HS-grad,Farming-fishing,0
21,White,Female,Some-college,Adm-clerical,0
46,White,Female,HS-grad,Priv-house-serv,0
43,Black,Male,10th,Handlers-cleaners,0
31,White,Male,Doctorate,Prof-specialty,1
41,White,Female,HS-grad,Craft-repair,0
50,White,Female,HS-grad,Adm-clerical,0
36,White,Female,11th,Exec-managerial,0
31,White,Female,HS-grad,?,0
45,White,Male,7th-8th,Exec-managerial,1
50,White,Male,11th,Exec-managerial,1
52,White,Female,7th-8th,Exec-managerial,0
40,White,Male,Doctorate,Prof-specialty,1
55,White,Male,Bachelors,Exec-managerial,1
64,White,Male,10th,?,1
51,White,Male,Prof-school,Prof-specialty,1
30,White,Male,Some-college,Prof-specialty,1
56,White,Female,Masters,Prof-specialty,0
35,White,Male,HS-grad,Exec-managerial,0
55,White,Male,10th,Sales,0
30,White,Female,HS-grad,Tech-support,0
34,White,Male,HS-grad,Craft-repair,0
36,White,Female,Assoc-voc,Prof-specialty,1
43,White,Male,HS-grad,Craft-repair,0
24,White,Male,Some-college,Protective-serv,0
30,Black,Male,10th,Other-service,0
33,White,Male,Assoc-voc,Protective-serv,0
32,White,Male,Assoc-acdm,Prof-specialty,0
29,White,Female,Bachelors,Prof-specialty,0
50,White,Male,HS-grad,Machine-op-inspct,0
18,White,Male,11th,Prof-specialty,0
20,White,Female,11th,Sales,0
45,White,Male,Masters,Prof-specialty,1
22,White,Male,Some-college,Sales,0
45,White,Male,Prof-school,Exec-managerial,1
41,White,Male,HS-grad,Machine-op-inspct,0
42,White,Female,7th-8th,Other-service,0
24,White,Male,Bachelors,Sales,0
22,White,Male,HS-grad,Handlers-cleaners,0
28,White,Male,HS-grad,Exec-managerial,1
23,White,Male,Some-college,Handlers-cleaners,0
21,White,Female,7th-8th,Farming-fishing,0
23,Asian-Pac-Islander,Female,Bachelors,Adm-clerical,0
45,White,Female,Some-college,Adm-clerical,0
41,White,Female,HS-grad,Sales,0
49,White,Male,HS-grad,Adm-clerical,1
38,Black,Female,Some-college,Other-service,0
37,White,Male,HS-grad,Handlers-cleaners,0
70,Asian-Pac-Islander,Male,Bachelors,Machine-op-inspct,0
24,White,Female,HS-grad,Adm-clerical,0
28,White,Female,Bachelors,Prof-specialty,0
24,Asian-Pac-Islander,Female,Assoc-voc,Adm-clerical,0
83,White,Male,10th,Farming-fishing,1
69,White,Male,Doctorate,Prof-specialty,1
37,Black,Female,HS-grad,Adm-clerical,0
28,White,Female,Bachelors,Exec-managerial,0
54,White,Female,Some-college,Adm-clerical,0
71,White,Male,HS-grad,Exec-managerial,1
56,Asian-Pac-Islander,Female,HS-grad,Adm-clerical,0
27,Other,Female,Bachelors,Prof-specialty,0
42,White,Male,Masters,Sales,1
21,White,Male,HS-grad,Sales,0
29,White,Male,Assoc-voc,Prof-specialty,0
27,White,Male,7th-8th,Other-service,0
32,White,Male,Bachelors,Prof-specialty,1
31,White,Male,Some-college,Adm-clerical,0
38,White,Female,Some-college,Other-service,0
55,Asian-Pac-Islander,Male,Doctorate,Prof-specialty,1
48,White,Male,HS-grad,Transport-moving,0
58,White,Male,HS-grad,Farming-fishing,0
23,White,Female,Some-college,Adm-clerical,0
28,White,Female,Some-college,Adm-clerical,0
49,White,Male,Some-college,Exec-managerial,0
51,White,Female,HS-grad,Other-service,0
23,White,Male,HS-grad,Craft-repair,0
40,Black,Male,HS-grad,Exec-managerial,0
59,Asian-Pac-Islander,Male,HS-grad,Other-service,0
47,White,Female,Bachelors,Craft-repair,0
37,White,Male,HS-grad,Transport-moving,0
39,White,Male,Assoc-acdm,Exec-managerial,0
43,White,Male,Some-college,Craft-repair,0
40,White,Male,Assoc-voc,Farming-fishing,0
48,White,Male,10th,Transport-moving,1
29,White,Female,9th,Sales,0
48,White,Male,Some-college,Sales,1
37,White,Male,Bachelors,Farming-fishing,0
19,White,Male,HS-grad,Sales,0
28,Black,Female,10th,Other-service,0
56,Black,Male,5th-6th,Craft-repair,0
45,White,Male,HS-grad,Transport-moving,0
60,White,Male,Some-college,Protective-serv,0
53,White,Male,Masters,Exec-managerial,1
37,White,Male,HS-grad,Adm-clerical,0
31,White,Male,HS-grad,Other-service,0
29,White,Male,Assoc-voc,Farming-fishing,1
31,White,Female,HS-grad,?,0
39,Black,Male,HS-grad,Transport-moving,0
31,White,Male,Bachelors,Prof-specialty,1
42,White,Male,Bachelors,Exec-managerial,1
17,White,Female,11th,Handlers-cleaners,0
19,White,Female,HS-grad,Other-service,0
24,Asian-Pac-Islander,Male,Bachelors,Other-service,0
62,White,Male,HS-grad,Farming-fishing,1
34,White,Female,1st-4th,Other-service,0
47,White,Male,Masters,Exec-managerial,1
58,White,Female,Bachelors,Prof-specialty,0
23,White,Female,Assoc-voc,Prof-specialty,0
33,Black,Female,HS-grad,Other-service,0
76,White,Male,HS-grad,Adm-clerical,0
40,White,Female,HS-grad,Exec-managerial,0
28,White,Female,7th-8th,Other-service,0
41,White,Female,Some-college,Tech-support,0
46,White,Male,HS-grad,Protective-serv,1
22,White,Female,Some-college,Adm-clerical,0
29,White,Male,Assoc-voc,Handlers-cleaners,0
26,White,Male,HS-grad,Other-service,0
31,White,Male,Bachelors,Adm-clerical,1
22,White,Female,HS-grad,Other-service,0
41,Black,Male,Some-college,Transport-moving,0
29,Other,Male,HS-grad,Transport-moving,0
60,White,Male,Assoc-voc,Tech-support,1
72,White,Male,HS-grad,Adm-clerical,1
41,White,Male,Some-college,Farming-fishing,0
19,White,Female,Some-college,Other-service,0
25,White,Male,Bachelors,Other-service,0
24,White,Male,Bachelors,Exec-managerial,0
59,White,Male,9th,Other-service,0
17,White,Male,11th,Craft-repair,0
59,White,Male,Bachelors,?,1
69,White,Male,Some-college,?,0
25,White,Male,Some-college,Sales,0
50,White,Male,HS-grad,?,0
29,White,Female,HS-grad,Other-service,0
43,White,Male,HS-grad,Craft-repair,0
29,White,Female,Some-college,Other-service,0
29,Black,Male,Some-college,Adm-clerical,0
32,White,Male,Some-college,Protective-serv,1
17,White,Male,10th,?,0
50,White,Male,HS-grad,Exec-managerial,1
43,White,Male,Some-college,Exec-managerial,0
41,White,Female,HS-grad,Machine-op-inspct,0
32,White,Female,Bachelors,Exec-managerial,1
54,White,Female,Masters,Prof-specialty,1
65,White,Male,HS-grad,Exec-managerial,1
18,Other,Female,HS-grad,?,0
70,White,Male,Some-college,Exec-managerial,1
53,White,Male,Masters,Exec-managerial,1
37,White,Male,Bachelors,Exec-managerial,1
21,White,Male,Some-college,Transport-moving,0
20,White,Male,HS-grad,Machine-op-inspct,0
47,White,Male,HS-grad,Adm-clerical,0
26,White,Male,HS-grad,Exec-managerial,0
31,White,Male,Prof-school,Prof-specialty,0
45,White,Male,Some-college,Transport-moving,0
35,White,Female,HS-grad,Adm-clerical,0
55,White,Male,Bachelors,Exec-managerial,1
49,White,Male,Masters,Prof-specialty,1
33,Asian-Pac-Islander,Male,HS-grad,Other-service,0
30,White,Male,Prof-school,Exec-managerial,0
19,White,Male,Some-college,Other-service,0
48,White,Male,Bachelors,Exec-managerial,1
41,White,Male,Some-college,Craft-repair,1
29,White,Male,Bachelors,Tech-support,1
47,White,Male,Masters,Prof-specialty,1
53,Black,Male,Masters,Exec-managerial,1
19,White,Female,Some-college,Adm-clerical,0
71,White,Female,HS-grad,Other-service,0
29,White,Female,Some-college,Sales,0
43,White,Male,Some-college,Other-service,0
23,White,Female,Bachelors,Exec-managerial,0
52,White,Female,Some-college,Adm-clerical,0
56,White,Male,Bachelors,Sales,1
28,White,Male,10th,Craft-repair,0
44,White,Male,Bachelors,Prof-specialty,0
37,White,Female,Bachelors,Prof-specialty,0
30,White,Male,Assoc-voc,Exec-managerial,1
31,White,Male,HS-grad,Craft-repair,0
20,White,Female,Some-college,Sales,0
64,White,Male,HS-grad,Sales,1
45,White,Male,HS-grad,Other-service,0
40,White,Male,Some-college,Exec-managerial,1
19,White,Male,HS-grad,Handlers-cleaners,0
54,White,Male,Bachelors,Exec-managerial,1
61,Asian-Pac-Islander,Male,Doctorate,Exec-managerial,1
18,White,Female,11th,Other-service,0
62,White,Male,HS-grad,?,1
33,White,Male,Assoc-voc,Craft-repair,0
51,Black,Female,HS-grad,Other-service,0
54,White,Male,HS-grad,Craft-repair,0
24,White,Male,Some-college,Protective-serv,0
54,White,Female,Some-college,Exec-managerial,0
42,White,Male,Bachelors,Exec-managerial,1
51,White,Male,Masters,Sales,1
41,Black,Female,Some-college,Adm-clerical,1
47,White,Male,Assoc-acdm,Exec-managerial,0
31,White,Female,Some-college,Adm-clerical,0
21,Black,Male,Assoc-voc,Craft-repair,0
52,White,Female,Some-college,Exec-managerial,0
20,White,Female,Some-college,Prof-specialty,0
18,White,Female,HS-grad,Sales,0
58,Asian-Pac-Islander,Female,HS-grad,Priv-house-serv,0
23,White,Female,HS-grad,Adm-clerical,0
21,White,Female,Some-college,Sales,0
43,White,Male,Assoc-voc,Protective-serv,0
53,White,Male,HS-grad,Machine-op-inspct,0
18,White,Female,HS-grad,Exec-managerial,0
44,White,Male,Bachelors,Exec-managerial,1
31,White,Male,Bachelors,Prof-specialty,0
48,White,Male,1st-4th,Other-service,0
55,White,Female,Masters,Prof-specialty,0
24,Black,Female,Some-college,Adm-clerical,0
41,White,Male,Masters,Prof-specialty,1
35,White,Male,HS-grad,Craft-repair,1
47,White,Female,Assoc-voc,Adm-clerical,0
54,White,Male,Some-college,Sales,0
40,White,Male,Bachelors,Sales,0
56,White,Female,Some-college,Sales,0
23,White,Male,Assoc-voc,Tech-support,0
34,White,Male,HS-grad,Craft-repair,0
27,Black,Male,HS-grad,Craft-repair,0
32,White,Male,Bachelors,Prof-specialty,1
72,White,Male,Some-college,Farming-fishing,0
43,White,Male,12th,Transport-moving,0
32,Black,Female,Assoc-acdm,Prof-specialty,0
53,White,Male,Some-college,Adm-clerical,0
18,White,Male,12th,Other-service,0
38,Black,Male,10th,Transport-moving,0
41,Black,Female,Assoc-voc,Adm-clerical,0
29,White,Male,HS-grad,Craft-repair,0
70,White,Male,Some-college,?,1
46,White,Female,Bachelors,Exec-managerial,0
47,White,Female,Some-college,Adm-clerical,0
56,White,Female,Some-college,Adm-clerical,0
28,Black,Male,HS-grad,Craft-repair,0
55,White,Male,Prof-school,Prof-specialty,1
50,White,Male,Bachelors,Prof-specialty,0
47,White,Female,11th,Adm-clerical,0
42,White,Male,HS-grad,Exec-managerial,0
22,White,Male,Some-college,Machine-op-inspct,0
42,White,Male,5th-6th,Other-service,0
42,Asian-Pac-Islander,Female,Some-college,Exec-managerial,0
46,White,Female,HS-grad,Exec-managerial,0
45,Black,Male,Some-college,Sales,1
55,Asian-Pac-Islander,Male,HS-grad,Exec-managerial,0
57,White,Male,Bachelors,Protective-serv,1
25,White,Male,12th,Craft-repair,0
43,White,Male,HS-grad,Transport-moving,0
34,White,Male,Bachelors,Farming-fishing,0
27,White,Female,Bachelors,Prof-specialty,0
25,White,Female,HS-grad,Machine-op-inspct,0
37,White,Female,Some-college,Exec-managerial,0
48,White,Male,Some-college,Sales,0
38,White,Male,HS-grad,Other-service,0
17,White,Male,10th,Craft-repair,0
70,White,Male,Assoc-voc,Machine-op-inspct,1
37,White,Female,HS-grad,Adm-clerical,0
45,White,Male,HS-grad,Craft-repair,0
56,White,Male,HS-grad,Sales,1
64,White,Male,HS-grad,Machine-op-inspct,0
35,White,Female,Some-college,Adm-clerical,0
23,White,Male,HS-grad,Sales,0
42,White,Male,HS-grad,Protective-serv,0
23,White,Male,Some-college,Handlers-cleaners,0
26,White,Male,Some-college,?,0
56,White,Male,HS-grad,Transport-moving,1
41,White,Male,Bachelors,Prof-specialty,1
47,White,Male,5th-6th,Sales,0
21,White,Male,Some-college,Handlers-cleaners,0
29,Black,Male,HS-grad,Craft-repair,0
32,White,Male,Some-college,Farming-fishing,0
72,Black,Female,9th,Other-service,0
69,White,Male,Prof-school,Prof-specialty,1
19,White,Male,Some-college,Adm-clerical,0
25,White,Male,Bachelors,Craft-repair,0
56,White,Male,Some-college,Sales,1
42,White,Female,Masters,Prof-specialty,1
58,White,Female,Bachelors,Exec-managerial,0
24,White,Male,Bachelors,Tech-support,0
41,White,Female,Assoc-voc,Tech-support,1
40,White,Male,10th,Exec-managerial,1
37,White,Male,HS-grad,Other-service,0
25,White,Female,Assoc-acdm,Adm-clerical,0
43,Asian-Pac-Islander,Female,Bachelors,Sales,1
36,White,Male,HS-grad,Craft-repair,0
41,White,Male,HS-grad,Machine-op-inspct,0
31,White,Female,Bachelors,Prof-specialty,0
22,White,Female,HS-grad,Exec-managerial,0
36,White,Male,Assoc-voc,Craft-repair,0
42,White,Male,10th,Machine-op-inspct,0
29,White,Male,HS-grad,Craft-repair,0
25,White,Female,HS-grad,Adm-clerical,0
23,White,Male,Bachelors,Exec-managerial,0
34,Black,Female,HS-grad,Sales,0
27,White,Male,HS-grad,Adm-clerical,0
32,Black,Male,Bachelors,Sales,1
33,White,Male,Some-college,Prof-specialty,0
38,White,Female,Bachelors,Exec-managerial,0
21,White,Male,Some-college,Machine-op-inspct,0
39,White,Male,Assoc-voc,Craft-repair,0
50,White,Male,Bachelors,Exec-managerial,1
32,White,Male,Some-college,Adm-clerical,0
40,White,Male,HS-grad,Exec-managerial,1
58,White,Male,Some-college,Exec-managerial,1
20,White,Female,HS-grad,Adm-clerical,0
63,White,Female,HS-grad,?,0
56,White,Male,Bachelors,Adm-clerical,0
30,White,Male,Bachelors,Protective-serv,0
39,White,Female,Some-college,Exec-managerial,0
25,White,Male,Assoc-acdm,Prof-specialty,1
33,White,Male,HS-grad,Machine-op-inspct,1
41,White,Male,Bachelors,Prof-specialty,0
50,White,Male,Some-college,Craft-repair,0
44,White,Male,Some-college,Transport-moving,0
27,White,Male,Bachelors,Exec-managerial,0
27,Asian-Pac-Islander,Male,Bachelors,Prof-specialty,1
58,White,Male,5th-6th,Machine-op-inspct,0
25,White,Male,Some-college,Tech-support,0
31,Amer-Indian-Eskimo,Female,HS-grad,Machine-op-inspct,0
39,White,Male,HS-grad,Exec-managerial,1
55,White,Male,Assoc-voc,Craft-repair,1
22,White,Female,Assoc-voc,Other-service,0
44,White,Male,Assoc-acdm,Exec-managerial,0
41,White,Female,Assoc-voc,?,0
44,White,Female,12th,Transport-moving,0
61,White,Male,7th-8th,Farming-fishing,0
32,White,Male,Assoc-voc,Machine-op-inspct,0
35,White,Male,Bachelors,Exec-managerial,1
28,White,Male,Some-college,Craft-repair,0
57,Asian-Pac-Islander,Male,Bachelors,Exec-managerial,1
32,White,Male,Doctorate,Prof-specialty,1
46,Black,Female,7th-8th,Other-service,0
26,White,Female,HS-grad,Other-service,0
43,White,Male,HS-grad,Craft-repair,0
62,White,Female,HS-grad,Other-service,0
60,Asian-Pac-Islander,Male,Masters,Prof-specialty,1
67,White,Female,HS-grad,Sales,0
19,Black,Female,HS-grad,Sales,0
55,White,Female,HS-grad,?,0
48,White,Male,10th,Craft-repair,1
19,White,Female,HS-grad,Adm-clerical,0
19,White,Female,Some-college,Other-service,0
43,White,Female,HS-grad,Exec-managerial,0
31,White,Female,Doctorate,Prof-specialty,0
65,White,Female,Some-college,Exec-managerial,0
32,White,Female,HS-grad,Machine-op-inspct,0
36,White,Male,Masters,Prof-specialty,1
41,White,Male,HS-grad,Machine-op-inspct,0
33,White,Male,Some-college,Protective-serv,0
72,White,Male,10th,?,0
34,White,Male,Bachelors,Sales,1
27,White,Male,Some-college,Craft-repair,0
75,White,Male,11th,Exec-managerial,0
39,White,Female,10th,?,0
51,White,Male,HS-grad,Craft-repair,1
47,White,Male,HS-grad,Farming-fishing,0
31,White,Male,Some-college,Prof-specialty,0
40,White,Female,Masters,Exec-managerial,1
48,White,Female,HS-grad,Sales,0
36,Black,Male,Bachelors,Protective-serv,0
18,White,Male,HS-grad,Other-service,0
33,White,Female,HS-grad,Exec-managerial,0
34,White,Male,Masters,Sales,0
51,White,Male,Some-college,Craft-repair,1
39,White,Female,Assoc-acdm,Prof-specialty,0
20,White,Male,HS-grad,Other-service,0
67,Black,Female,Some-college,Adm-clerical,0
42,White,Female,Assoc-voc,Adm-clerical,0
59,White,Male,11th,Machine-op-inspct,0
31,Black,Male,HS-grad,Protective-serv,0
19,Black,Female,Some-college,Other-service,0
47,White,Female,Some-college,Exec-managerial,0
68,White,Male,7th-8th,Other-service,0
30,White,Male,Some-college,Handlers-cleaners,0
34,White,Male,HS-grad,Handlers-cleaners,0
49,White,Male,7th-8th,Machine-op-inspct,0
38,White,Male,Some-college,Craft-repair,1
60,White,Male,Some-college,Sales,1
51,White,Male,Some-college,Sales,1
24,White,Male,Bachelors,Adm-clerical,0
18,Black,Female,Some-college,Handlers-cleaners,0
24,White,Female,Bachelors,Exec-managerial,0
21,White,Male,5th-6th,Other-service,0
48,White,Female,HS-grad,Tech-support,1
52,White,Female,9th,Other-service,0
48,White,Male,HS-grad,Handlers-cleaners,0
40,White,Male,Bachelors,Prof-specialty,1
29,White,Female,11th,?,0
20,White,Female,Some-college,Tech-support,0
31,White,Female,HS-grad,Sales,0
30,White,Male,Some-college,Exec-managerial,0
30,White,Male,HS-grad,Craft-repair,0
51,White,Female,HS-grad,Handlers-cleaners,0
29,White,Female,Assoc-voc,Exec-managerial,0
56,White,Male,Masters,Sales,0
46,White,Female,Bachelors,Tech-support,0
41,White,Female,Some-college,Prof-specialty,0
29,White,Female,5th-6th,Other-service,0
48,Asian-Pac-Islander,Male,HS-grad,Exec-managerial,0
34,White,Female,HS-grad,Sales,0
42,White,Male,Assoc-voc,Exec-managerial,0
25,White,Female,HS-grad,Other-service,0
47,Black,Female,11th,Other-service,0
23,White,Male,HS-grad,Sales,0
43,White,Male,Assoc-voc,Transport-moving,0
19,Black,Female,Some-college,Other-service,0
22,White,Male,HS-grad,Handlers-cleaners,0
40,White,Female,Bachelors,Prof-specialty,0
41,White,Male,Assoc-voc,Craft-repair,0
71,White,Male,Bachelors,Exec-managerial,1
42,White,Male,HS-grad,Adm-clerical,0
31,White,Male,Bachelors,Adm-clerical,0
69,White,Male,Some-college,?,0
58,White,Male,HS-grad,Farming-fishing,0
36,Black,Female,11th,Other-service,0
31,White,Male,HS-grad,Transport-moving,0
20,Other,Female,Some-college,?,0
41,White,Female,HS-grad,Adm-clerical,0
35,White,Male,Some-college,Craft-repair,0
62,White,Male,7th-8th,?,0
28,White,Female,Bachelors,Prof-specialty,0
27,White,Male,12th,Farming-fishing,0
17,White,Male,11th,Handlers-cleaners,0
35,White,Male,HS-grad,Sales,1
45,White,Female,Some-college,Other-service,0
44,White,Female,Bachelors,Adm-clerical,0
27,Asian-Pac-Islander,Female,Assoc-voc,Other-service,0
51,White,Male,9th,Craft-repair,0
49,White,Female,HS-grad,Other-service,0
64,White,Male,10th,Prof-specialty,1
54,White,Male,7th-8th,Transport-moving,0
43,Other,Male,HS-grad,Craft-repair,0
32,White,Male,HS-grad,Craft-repair,0
36,Black,Male,Assoc-acdm,Sales,1
26,Asian-Pac-Islander,Male,HS-grad,Sales,1
37,White,Male,Bachelors,Exec-managerial,1
38,White,Female,Assoc-acdm,Adm-clerical,0
26,White,Male,12th,Craft-repair,0
50,White,Male,Bachelors,Craft-repair,1
47,White,Male,Some-college,Craft-repair,1
42,White,Female,HS-grad,Machine-op-inspct,0
66,Black,Female,HS-grad,Transport-moving,0
43,Black,Female,HS-grad,Adm-clerical,0
37,White,Male,Bachelors,Prof-specialty,1
37,White,Female,10th,Exec-managerial,0
25,White,Female,Some-college,Tech-support,0
29,White,Male,Bachelors,Craft-repair,1
63,White,Male,HS-grad,?,1
50,White,Male,Assoc-acdm,Machine-op-inspct,1
42,White,Male,Masters,Prof-specialty,0
32,White,Male,HS-grad,Craft-repair,0
42,White,Male,Some-college,Protective-serv,1
41,White,Male,HS-grad,Exec-managerial,0
25,White,Male,Bachelors,Sales,0
65,White,Male,HS-grad,Sales,0
32,White,Male,Some-college,Machine-op-inspct,0
32,White,Male,HS-grad,Craft-repair,0
24,White,Male,Some-college,Craft-repair,0
51,White,Female,HS-grad,Exec-managerial,0
67,Black,Female,10th,?,0
28,White,Female,11th,Other-service,0
32,White,Male,Some-college,Exec-managerial,1
77,White,Male,Prof-school,Exec-managerial,0
47,White,Female,HS-grad,Adm-clerical,0
26,White,Male,HS-grad,Handlers-cleaners,0
20,White,Male,Some-college,Handlers-cleaners,0
57,Black,Male,Some-college,Prof-specialty,1
40,White,Male,Doctorate,Prof-specialty,0
50,White,Male,Masters,Sales,1
19,White,Male,7th-8th,Handlers-cleaners,0
54,White,Male,12th,Adm-clerical,0
51,White,Male,Some-college,Protective-serv,1
51,White,Male,Bachelors,Adm-clerical,1
38,White,Male,Some-college,Protective-serv,1
68,White,Male,Bachelors,?,0
17,White,Female,12th,Sales,0
32,White,Male,Bachelors,Exec-managerial,0
29,White,Male,Some-college,Craft-repair,0
42,White,Male,Some-college,Sales,0
40,White,Female,HS-grad,Exec-managerial,0
27,White,Male,Some-college,Craft-repair,0
22,White,Female,Bachelors,Prof-specialty,0
58,White,Female,11th,Other-service,0
61,White,Male,Bachelors,Sales,1
42,Black,Female,Bachelors,Craft-repair,1
49,Asian-Pac-Islander,Male,Masters,Protective-serv,0
41,White,Male,Bachelors,Exec-managerial,0
43,Black,Female,HS-grad,Machine-op-inspct,0
46,White,Male,Bachelors,Sales,1
28,White,Male,HS-grad,Transport-moving,1
39,White,Male,Some-college,Sales,1
50,White,Male,Some-college,Craft-repair,1
57,White,Male,Some-college,Adm-clerical,0
47,White,Female,HS-grad,Other-service,0
79,White,Male,HS-grad,Farming-fishing,0
40,White,Female,HS-grad,Priv-house-serv,0
35,Asian-Pac-Islander,Male,Bachelors,Prof-specialty,0
35,White,Male,Bachelors,Exec-managerial,0
30,White,Male,Bachelors,Other-service,1
26,Black,Male,10th,Farming-fishing,0
49,Black,Female,HS-grad,Transport-moving,0
48,White,Male,HS-grad,Craft-repair,0
22,White,Male,Some-college,Other-service,0
22,White,Female,11th,Other-service,0
50,Black,Female,10th,Adm-clerical,0
47,White,Male,HS-grad,Farming-fishing,0
36,White,Male,HS-grad,Transport-moving,0
44,White,Male,Assoc-acdm,Craft-repair,1
73,White,Female,9th,Other-service,0
24,Asian-Pac-Islander,Female,HS-grad,?,0
34,White,Male,Bachelors,Prof-specialty,1
37,Asian-Pac-Islander,Male,Some-college,Craft-repair,0
28,White,Female,12th,?,0
46,White,Female,Some-college,Adm-clerical,1
20,White,Female,Some-college,?,0
29,White,Male,5th-6th,Farming-fishing,0
24,White,Male,Assoc-voc,Craft-repair,0
29,White,Male,Some-college,Prof-specialty,0
18,White,Female,12th,Adm-clerical,0
41,Black,Female,Bachelors,Exec-managerial,1
59,White,Male,HS-grad,Craft-repair,1
27,White,Male,5th-6th,Farming-fishing,0
50,White,Male,Assoc-acdm,Craft-repair,0
25,White,Male,1st-4th,Machine-op-inspct,0
42,White,Female,Bachelors,Exec-managerial,0
36,White,Male,Some-college,Craft-repair,0
62,White,Male,Some-college,Adm-clerical,1
